clean_text,label
doubleplusgood it moved me to tears and no book has ever done that it was very deep very scary because its pluasable,1
amplifier i was able to get the product very quickly and install was a breeze couldn t have asked for it to go any other way,1
poor fit ruins sound avoid this product product arrived promptly and in good condition however the female jack does not fit properly with my headphones if you insert the male headphone plug fully into this cable the sound is hollow and nearly silent if you fiddle with the connection and pull the headphone plug out slightly the sound is great getting it right is a pain and will probably increase wear and tear on the connectors i m looking for another productnote this is result was achieved with bose mie earbuds with iphone controls the earbuds are top quality and have given me no trouble with other products accessories so this cable is definitely at fault,0
easy up and down we gave this to our grandsons for christmas their ages are and their cousins jumped in and had fun in it too their ages are and it accomodated all four of them pretty well it literally took longer to open the box than it took to get it assembled and filled with children it looks like taking down and storing will be easy and fast too the nylon didn t seem particularly thick so i wonder about long term wear and tear great value for the price though i did purchase extra balls there is not a sufficient quantity included in my opinion but even with that extra purchase i believe that overall the play structure is a good value and a sure hit with the little ones,1
good overview of breads in the world not a good recipe book this book starts with the usual bread book introduction explaining different grains various methods of making bread equipment etc then half of the book is devoted on introducing breads in different regions of the world the rest is bread recipes from each part of the world the pictures are nice and gives us an idea of what bread is in germany in france in japan in the middle east however when i tried a couple of the recipes they all turned out below average and i am experienced in bread making i would suggest people who want to bake to look somewhere else such as the village baker,0
big fan of adams but this book i am a big fan of dougles adams books at least in general but this book is at best only marginally funny others have explored this topic and with better results the problem here is that adams tries to make funny sounding words for things that don t have a name like that little twist between link sausages but constrains himself to using the names of small cities and towns from around the world occasionally he hits a home run but most of the words are strike outs disapointed ps the name for the link between sausages is kerry why i don t know and i have no idea why some think this is humorous,0
very easy to use this product unfortunately is the only solution for wirelessly connecting your tivo i have a series to you home network using wpa encryption fortunately it s as easy as plug and go simply plug in the tivo wireless g usb network adaptor into one of the usb ports on the tivo and set up your network in the settings which you navigate through your tivo menu very easy but very monopolistic,1
great flick slow dvd start the bd version takes the sd version to a whole new level the colors are brighter the clarity even better and the audio is fantastic just as you would expect with a great movie in a full hd format the only flaw is that this disk starts up rrrreeeeaaallllyyyy slow so slow that i was all ready to send it back to amazon for a replacement when i tossed it into our player samsung bd p firmware dated one last time and then got distracted by a phone call when i returned the movie was up and running like normal our family estimates that it takes about minutes to bring up the main menu outside of this flaw everything else is great,1
didn t work for me i bought this in hopes of getting nicely diy shaped eyebrows and avoiding the hassle of spending every weeks to get my eyebrows painfully waxed i followed the instructions and had an oil dirt free face when i tested this product everything was going great until i pulled the strips off they didn t work the strip pulled my hair but did not remove it i don t think that they were sticky enough or i didn t press down on them hard enough to stick completely on the bright side this was cheap when i purchased it,0
preset sizes just don t fit the title says it all preset sizes of the eargels just don t fit my ears the tube that directs sound does not go in my ear canal far enough and the hook that is supposed to hold the unit in your ear will not hold it in mine none of the sizes of gels made a difference try before you buy if possible,0
live and learn bought the tivo hr video recorder to hook up to a security camera was advised it should work tuner arrived with no instructions and full of previous owner s old recordings could not get instructions on tivo s internet site and have not yet been able to get it to work we keep getting error msg that we have to be a tivo subscriber to use it will probably just throw it in the trash where it belonged in the first place,0
oh how i hate these diapers when i had my son years ago i swore by pampers they were the only brand i used i recently tried them for my one year old daughter after using another brand and in just one week i cannot believe the amount of leaks we have had she is constantly soaking right through them they sag in the back with only a small amount of liquid in them my husband is begging me to go back to our old brand which i am promptly going to do i don t know if these diapers work better on boys than on girls or if they have just changed them i hate them terrible,0
smells like dollar signs have you ever heard the song milk it it was written for this exact reason or rape me its so relieving to know that your leaving as soon as you get paid francis farmer you know when you buy this some record exec is making a buck on a dead persons name but hey we all know that suicide sells,0
very average when the black crowes first came out they seem like they were gonna be huge they had a strong southern rock thing going on but as time has gone on the words music seem so so at best diamond ring by your side were my favorite cuts on here but other than that i got the feeling they were looking for a new direction couldn t reach that point they are missing their edge,0
moonstruck fabulous movie can watch it over and over received quickly and as described love it love it love it,1
a wonderful synergy of pure talent this film is as poignant now as it was when i first saw it in and am very glad to own it on dvd as one of my favourites the settings costume styles and score make it worth seeing second from the brilliant script and performances by such great actors as sir ian mckellen brendan fraser and sadly missed lynn redgrave rip this is a truly correct blend of talent that is reminiscent of another film released that year the talented mr ripley as well as many of the classics great art makes me cry as this film s end did in and still does today if you are interested in classic films and high intellectual art this dvd is for you i should like to have it on blu ray,1
economics very clearly written with a minimum of jargon basic principles easy to understand even for the non economist but topics were not oversimplified essential reading for anyone who wants to make informed decisions in these troubled economic times,1
no reason to cry at all i recently added no reason to cry to my clapton discography collection it was the last clapton commercial release i acquired i can only ask myself how i let this gem slip through the cracks i agree with most reviewers that and slowhand are better recordings however the disappointment listeners feel with this album is a testament to clapton s brilliance by any other artist this recording would be getting far greater accolades however clapton fans are used to over the top superb recordings on a regular basis rendering us spoiled i submit that an average clapton album is superior to many musician s best work my favorite song on the album written by ec is hello old friend simple and beautiful,1
subway baby what an adorable little boy and enchanting story you really get a reality check about bringing up children in the city,1
eargels for jawbone retrofit using the jabra eargels over my jawbone i can omit the ear hook and it sounds much better than the manufacture s product looks a little scary out of the ear but ears are not a manufactured item,1
return to forever proto type three musicians out of five on this effort formed return to forever so you can imagine a strong resemblance to the ecm first album i always loved corea with farrell because of the pulsing sound chick adds behind joe s flutes sax etc like rain drops or storming nice soprano and elvin jones i put this up up around the joe farrell quartet album and buster william s bass is great so much i don t miss mclaughlin or dave holland a fresh sound unparreled even now it makes me want to see the outback movie the album cover is beautiful finally the price is outstanding before joe tried funky disco sounds and lost his way,1
disappointing once again i wish i d paid closer attention to the more critical reviews this product is far too rigid and thick with the beads and other material in the center it does not bend at all and it s painful to try to use there are also rigid bumps around the too large tip which is inches wide inches around that make it even more painful to insert i ve used the similar but far more realistic doc johnson product beads and rabbit but none of those bumps and a more natural tip and girth and hoped it was the same thing but it isn t on the upside it s as quiet as the doc johnson product and it ll be even more quiet unused in my nightstand waste of money,0
best movie out the the three im a huge fan of transformers since i can recall i even have to tattoos and the movie in d is awesome i just bought a lg lw and a d bd player what else can i say,1
i have heard all this before ever buy a cd and say this sounds familiar yep this is one of them save your money for something new,0
clay aiken s cd brings me to tears and yes that s a good thing prepare for the words and his wonderful voice meshing together to bring you to an emotional high clay music stands out amongst a field of untalented precocious garbage foisted upon the public the only small fault i could find is that the studio recordings mask the power and timbre of his live voice yet there s not a bad cut on this album i expect it will be the years best seller go clay,1
q is fun for all ages i work at a toy store and q has been flying off the shelves no matter how many shipments we get in i m and bought the last one for myself and my family loves it the whole family was out here for christmas and we spend christmas day sitting around trying to stump it and amazing ourselves every time that we couldn t my grandma aunt and i all played it together fun for at least three generations and i take it to school now and my friends are always asking do you have q we play after tests and in boring classes the sound turns off so it is not a distraction and it is small enough to carry around in my backpack it s a great game for family nights and friends alike and well worth the reasonable price it also comes in four colors as far as i ve noticed red orange blue and purple,1
stage fright is not genetic coyote ugly is a movie about a young woman who moves from her father s home in new jersey to new york city to become a singer songwriter to make ends meet she finds employment at a bar and dates an australian orphan in the end she succeeds and produces her own album she stops working at the first bar because she s financially secure,0
causes computer to reboot this card was big disappointment i am using it on a dual athlon mp system with windows xp pro i have had repeated problems with the card causing my system to spontaneouesly reboot trying to play live video on a media player such as windows media player or realplayer seems to be a particular problem applying repeated driver updates from ati has not helped the card is very fast but the system stability issues are driving me crazy and have caused me to remove it from my computer with a different card my system works great i have have had good experiences with other ati cards but this card or its drivers are unstable,0
kindle edition warning no pictures what permissive issues could ban all photos a crock to scam full price from kindle users buy a used ppb edition for cents far more gratifying dont let them get away with this,0
good product as good as expected the only con is that it is supposed to fit babies from to pounds but my baby is only pounds and it s already snug need to change to next size other than that very good,1
weak compared to the competition pros uses aa batteries which gives it a long life about hours with nimh rechargables in a fairly compact size i did not see the problems that others have reported with the light not turning off or shoddy construction cons the breeze it produces is fairly weak and diffuse it is also fairly noisy from a rattle not from the wind i bought a o brand fan which is smaller quieter and more effective the o has the disadvantage to me of taking two d size batteries but i was able to get a few hours out of it using aa batteries with up sizing adapters i thought the built in light on the wenzel would be nice but it seems that i usually don t want the fan and light pointing in the same direction it would make more sense to have a separate light,0
this is an answer to the tv guide issue i have the philips hdrw and had identical tv guide issues i talked to the philips people and the tv guide people it seems that the problem is with the cable companies my company is brighthouse time warner and they had compatability problems with the tv guide program as recently as september here in florida at time there would be no data or missing data i tried to record programs but there would be nothing because the cable company was not transmtting the data it has improved since i bought my recorder still not perfect but almost there,1
not for the faint hearted i enjoyed this treatment of the mahamudra view of meditation it took a few chapters of slogging along until i got into the rhythm of the narrative after toughing it out i was glad i continued the author is very concise and detailed in his explanations i also enjoyed the question and answer sections at the end of each lecture,1
a complex heart warming experience not to be missed i ve read the play the screenplay have seen it performed and seen the movie and believe that beautiful thing is one of the best stories of our time it is the story of two young boys from broken homes coming of age while dealing with the complexity of their growing feelings for each other some critics may say that harvey has stereo typed his characters and that may be true but who in this day and age doesn t fit into a stereo type in a world full of cynicism and repression harvey presents us with a story that gives everyone who reads his play or sees it performed a glimpse of hope within the darkness,1
horrible i changed from huggies to pampers because of the price but now i see that huggies is well worth the price my son used pampers when he was born just because that s the brand the hospital was using but i quickly changes to huggies and was very pleased then i decided to give pampers baby dry a try since the price was cheaper and i got more diapers for my money they rave about a baby dry system that last hours not at all my baby leaks after a couple of hours the diapers are extremely thin i still have some huggies left over and i have to use those for nightime because if i use the pampers my baby wakes up crying in the middle of the nite all wet through his onesie pj s and crib sheet horrible diaper now i m stuck with over diapers i m going back to huggies as soon as i finish this pack unfortunately will have to buy huggies overnites meanwhile i finish the pampers,0
you need this we store our diapers in a dry pail in the baby room and some days it s pretty unbearable in there as much as i love everything about my baby and don t mind his poo much at all he will have weeks when he s sick and the smell of his poo tests even a mother s love that s when you need this,1
fantastic show my husband and i have come to love this show it is very appropriate for children too it is so funny and the story line is really well put together i highly highly recommend,1
photo shown was not item shipped the fiskars softouch scissors that were shown on the website were not the items that were shipped i was shipped the newer version of the same item i wanted the version that was shown and expected it i do not like the handles of the newer version and wanted the older ones as i was looking at on the site updating your sites would save everyone more time and effort,0
statisticians don t like this book what a surprise for someone who has not read this book the disparity in reviews is probably striking those literally looking for a statistics course or especially statisticians will be disappointed this book is about understanding and interpreting statistics from a practical standpoint ignore the statisticians they are being sensitive about how their work is abused ignore the students looking for a statistics book that isn t the intent of huff s work this is one of my favorite books of all time it helped me become a much more discerning consumer of news this book is intended to help you better comprehend stat s that are thrown at you to make a point which essentially means all stat s unfortunately many times this is done is disingenuous ways and this book will help you see through such foolishness in short buy this little book it is one of the best book values you will ever find,1
batman begins i went crazy in the theater watching this movie would highly recommend it for anyone who is a fan of batman,1
not for an outback wagon i ve seen this on trunklids with bikes or without appears sturdy and appropriate fine as for use at the back of a wagon specifically an outback it simply doesn t fit the side straps don t grab at a good angle because of the interior plastic connected to the hatch the top straps can t get an easy grab on the metal even with recommended extra without bending and threatening to break the back up light assembly which are positioned above the rear glass if you have an outback go for a roof rack solution or spend the on a trailer hitch i suppose,0
year old bored with this after weeks i bought this for my year old s birthday while i think the graphics are really great the concept stinks my daughter told me she thinks it is boring and she loves barbie and last night she even said she hates it at least my month old screams with delight at the graphics when her older sister plays with it,0
totally cool blend of rap vocal and funky jazz instrumental a new wave the strongest part that brings you back is the creative flair of the music the music can stand by itself just really cool float me away,1
not her best but still a good read i didn t expect much from this book the reviews weren t great i liked it a lot i bought the book some time ago and hadn t gotten around to it because of the reviews when i sat down and started reading i finished it which frankly is unusual for an anne perry book i like her writing but sometimes it doesn t grab me right away this book did grab me and i remain a devoted fan of ms perry i have ordered her next book and will not let it sit on the shelf before reading it,1
a decent story but minimal budget and lack of action drag down i watched this movie hoping for closure to the franchise and it delivered but it still lacked that typical sg zing to it that leaves a philosophical thought or critical sequence in your head for days this movie shows great potential but ultimately it acts as only a closer giving no real satisfaction to the watcher hardcore sg fans will enjoy this movie but if you re not a long time fan or only watch the show occasionally may as well give this one a miss due to a seemingly crammed together and rushed storyline,0
love these diapers we have been using the pampers baby dry since my daughter grew out of newborn diapers i really like that they are flat and easy to put on with one hand i find that huggies curl up more and have to be stretched especially the back waist band to be put on correctly the diapers fit my daughter well and hold alot can t ask for more than that,1
handy reference bought as an inexpensive gift and got one for my self useful instructions and pictures in a compact source,1
adds very little to the online docu this book adds very little to the online documentation provided by the tomcat team and seems to be published in a hurry just to be the first tomcat book in place e g on p at the end of chapter you can read in the next chapter we cover securing a web application using the secure sockets layer ssl well there is no such chapter in the whole book the same at the end of chapter where goodwill promises a chapter on integrating the xml apache soap project into tomcat again no such chapter covering the basics the book does a good job but as said the provided ducumentation does it as well,0
incredible superhero action film this is one of the best superhero films ever because is both entertainingbut at the same time displays a kind of emotional intensity that i venever seen before in the batman series it s extremely well producedbut the mvp goes to christian bale who finally gets to really touch em all as batman he s one of the finest actors of my generation,1
don t get this radio i own and use the best radios on the market i have and use the tivoli model one tivoli pal and boston acoustics recepter among others and all the ones i just listed sound much better than the bose wave radio plus they are much cheaper too there is also one called a cambridge model that is better than the bose wave radio as well when you are comparing these radios side by side the first one you turn off and throw aside is the bose wave radio it is that bad when compared to the rest if you want a good sounding table radio i would suggest the tivoli model one instead if you want a good clock radio for the nightstand then i would suggest the boston recepter both are available through amazon comi don t work for any of these companies but i have bought all of the radios exept for the bose wave radio i borrowed one for a day and had no interest in buying one even if it was cheaper and smaller but it sounded the same as it does now i still would not buy it,0
not good do not even waste the for the day trial i have been trying to find videos i can play on my amazon prime roku box for my kitties i have one really great video feline frolics which i highly recommend this one however is terrible it starts out with a bunch of ducks and goes on and on and on and on with the ducks the sounds are ok but get very annoying after awhile they have of all things a turtle blinks i am not sure why they have a turtle they also have a crocodile and only short scene of an aquarium and that one was at the end the scenes are entirely too long to keep my cats attention and are exceedingly boring i am so glad i didn t purchase the full version do not waste your money amazon please find more cat movies to show on prime i love the frolics one,0
deceptively good just to be clear the album is uniformly quiet and just consists of electric guitar without lots of special effects except long sustain the genius of the record is that mazzacane can bring out so much with minute details muffled string noises minute pitch changes perfect arhythmic timing of notes don t mistake apparent simplicity for emptiness as another reviewer did one of the most moving records i ve heard with a rare sad clear quality i d recommend this as a first album by this artist he calls it his best too,1
handy device very compact well made helps me level the camera when i set it on sloped surfaces and it stays in place due to the rubber feet for the price and size it s a great alternative,1
a small miracle of simplicity oddly enough i never read steinbeck in school this is even stranger considering i was an english major in college i guess my profs figured i had already read him in high school no i never read him until on a whim i checked out a copy of the grapes of wrath from my local library and found out what i was missing out on i m not going to talk a lot about of mice and men here simply because i suspect there is not a lot to be said that hasn t been said already i just want to say that if you re someone who avoids reading the literary stuff because you think it s going to be too difficult this is probably the book to change your mind in prose of beautiful simplicity steinbeck tells a story that will break your heart if you have a heart and a mind you will probably be impressed with this i know i was,1
a tapestry of subltle sonic elements i have been listening to techno for over years since i lived in detroit in the late s and richie hawtin is still producing some of the best progressive music of the genre the varied rhythms are layered with such delicate precision that i need a better sound system to truly appreciate all the nuances a couple of the tracks had some silly lyrics that i felt marred an otherwise excellent mix by the minimal master,1
stopped working after one week this desktop warmer worked great for one week it kept my coffee at a nice temperature however after one week of use it quit working completely,0
great deal only if they give you free shipping this was a great deal at the time for size diapers with free shipping until i became a bargain shopper costco has a better deal if you look at the whole picture per diaper price do your home work parents we like the baby dry type because it really holds the stuff in,1
pocket neopets kacheek i wish that i can have a pocket neopet i have seen alot of kids with those toys i have been told that you can buy those in toyrus i can so wish having one of those things my mom was going to buy me one in toysrus but she ended up having a lost wallet and a lost makeup bag so i thought that since my mom has no money for it i would enter this and i will get a free pocket neopet every day i get so excited to get one but i never did i always go on the website of the neopets and see if i could win one some day but i dont know how to get to win a free pocket neopet online but i never did i mom tells me to keep on trying and i do when ever i have my free time i go online and try,1
cmon honors people the movie was pretty bad but i would think that honors kids would be original enough to write their own reviews alice s was good those were her words but kayla jana we were all there when noteboom said what you wrote and you re taking credit for it please,0
pete seegar s greatest hits pete seegar s greatest hits very good brings back many memories of earlier days if you have joan baez and pete seegar you have the best,1
i am in love with gabriel garcia marquez a truly life changing experience magic realism cyclical time who could ask for anything more thank you gabriel garcia marquez for giving me this treasure and creating a cultural mythos for all of us,1
not quite gone with the wind it was interesting to read the foxes of harrow again as a senior citizen since i was only in my early teens the first time i read and enjoyed the book it is quite sensual considering the year it was written it has held up fine during the years i probably understood the nuances better as an adult than as a teenager frank yerby was a brilliant writer and in this book he presents a balanced view of what white slave owners and their slaves faced during that pre civil war era i couldn t help comparing it with gone with the wind as i read it,1
disappointment the drive lasted days before the flash fell off and was lost from the encasement the encasement was examined and appeared to be flimsy plastic i don t recommend this product based on a lost unit,0
great book by great guru in my college days i found edward d gaughan s introduction to analysis amidst pile of other books i read the preface countless times with his words of encouragement and admonishment writer makes you more comfortable in your long journey of mathematics which is real and abstract at once i liked this book after a decade still i fondly remember this book i recommend this book whole heartedly to any one who is sincere in his approach and wants to become first rate mathematician,1
very disappointed there isn t very much steam very little pressure and it isn t very hot the steam doesn t even come out in a single stream it kind of chugs its way out i ve used a steamer before a little handheld one and the steam was much hotter under much higher pressure and much more plentiful the salesman assured me that this would work just like the other steamer i d used but with the addition of a vacuum this was completely untrue the unit also feels clumsy to use i find it heavy and the water tank is far too small,0
mugs are great shipper not so much these signature housewares boscoware mugs are great heavy glazing large size sturdy and stylish the shipper however did a horrible job of packing them six of the mugs were broken fortunately of the price was refunded to me however apparently there are no more of these mugs available and i d wanted all sigh,1
format error dts surround sound not on disc fyi as of november th the product details for transformers dark of the moon two disc blu ray dvd combo digital copy contains the wrong format this blu ray disc does not have dts surround sound you can see for yourself when you zoom in on the back cover photo i ve already submitted an update product info request and will keep the movie because i bought it on a great black friday promotion but i just wanted to let others know in case it influences their purchase,1
vexx is very good i bought this game based off other reviews here and found it at a used game place like many of the reviews have already mentioned this game is excellent movement jumping fighting flying etc is very well done the variety of worlds and skills required to complete the tasks is daunting yet fun some of the goals can be very difficult to figure out let alone complete so i would see younger children having a hard time figuring out more than about half of this game my favorite thing about the game is the variety of each world my least favorite thing is the occasional camera problem where it won t allow to look where you want look but that is a minor nuisance and shouldn t discourage anyone from purchasing this game overall this is one my top xbox games it s fun it s challenging and it takes a long time to complete,1
good but it gets better motorhead put their blueprint together for this album and it is very good especially pay your price and i ll be your sister but they still needed to hone in on the speed and aggression,1
smooth and easy i only wish i had found this album sooner the guitar is smooth and easy listening the folk songs are as they should be real to bad this is the only album i could find by noah,1
bad dont read i had to read this book for my school s reading list it was by far the worst book that i have ever read there was no plot at all all of my friends also thought that it was bad even some of my friend s parents thought so too my final word is dont read it,0
great movie who does not like all the transformer movies great special effects everytime worth buying and watching several times does not get ld watching,1
amazzzziiiing quality this is the reason for hd tv s to exist to watch a movie like this with higher quality and sound that a theater just great buy it if you are a fan buy it if you love movies buy it if you love hd buy it if you have a tv and a couple of hours to enjoy a good action movie,1
stop think don t do it don t use this crap in a newer engine my nissan has been going through oil i put this into my car and within miles failure car stalled and would barely run had to have the oil filter changed including diagnostic time shot,0
my boys love it i was not so excited about the price but the good reviews on amazon convinced me to purchase it for my boys they are and they love it this set is huge make sure you have space in your home for something like this we put it between our two sofas in the living room for now we plan to move it to their playroom as soon as we do some rearranging in there the boys have knocked it down playing rough inside the hut it just pops right back the setup was super easy if you don t have a room big enough for the entire play hut then it can easily be setup into two smaller units that are still fun great buy i wished i would have discovered this sooner this would have really helped out during our snow days and just really cold days when we just didn t leave the house also i plan to take some parts of this unit when we travel this summer,1
wanted a soundtrack not an elton john record some of the other reviews are correct this is a great elton john record but i didnt buy it to listen to elton john i bought it to get the music from the movie i am very disappointed while elton john is indeed a good artist that is not why i wanted this the makers of this cd have cheated me and anyone else who is a fan of the movie they have set this up as a soundtrack to get your money but instead it is nothing more than an elton john music which is why it only gets star from me,0
seeing mom again i was glad to see my mother at work at mgm two years before i was born i am years old mother was an mgm starlet in i had not been able to find a copy of this short after it was seen in part on tcm i wrote tcm and searched the imdb to no avail and then this collection appeared it fills the bill and is probably also appreciated by william powell and myrna loy fans as well mother stars in the short musical film dancing on the ceiling she plays the dentist what is significant about this film is that it may have been the precursor to the ceiling dancing film done by fred astiare this short is not associated with the lionel richie frank sinatra or ella fitzgerald works of the same name done more recently i am still looking for a copy of the first mgm technicolor musical short which starred mother titled gypsy,1
boy was i disappointed i have to disagree with the reviewers who gave this book high marks while jim richey is very knowledgeable this book is a set of one page clippings from various past magazines the drawings are very basic and there s not a single photograph to help the beginning to moderate woodworker these tips are too basic for the advanced woodworker so i really don t see an audience for this book it didn t help me at all there s nothing wrong with the book if you want to read about other people s woodworking however to help you build your router skills there are wiser ways to spend your money several are sold right here on amazon,0
pampers are better than any other brand i ve tried various diaper brands pampers beats all of them hands down well worth the miniscule higher price with other brands i experienced significantly more leaks blowouts up the back also they leaked pee around the waistband area i ve never had the leak problem with pampers pampers aren t perfect but i have far fewer out and up the back leaks with them and they feel and look like nice high quality diapers the only thing i don t like about them is the ill placed color pattern at the inner thighs and upper back areas as it appears at a quick glance that poo is seeping out when it s not gets me almost every time,1
traveled to sweden this was such a beautiful film breathtaking the best part was watching it with my movie buddy sandra zhao i cannot wait to see it again i truly felt like the movie had taken me on a trip to denmark i have still not watched the lives of other s which beat pan s labyrinth and this movie for best foreign film can t wait to see it,1
uninspired gee i wasn t as impressed as you guys i found it quite tedious bram stoker s original is one of a kind this is not even remotely in the same league sorry,0
very informative my husband and i didn t have time to attend an hour birthing class at the hospital so we opted for this video it was very informative and helped us understand what was happening when we went to the hospital it was a little cheesy but definitely worth getting,1
i m afraid it sucks i saw the negative reviews and thought it must be user error or bad luck to blame but i m afraid it s all true my brand new simpletech card has gone mysteriously crazy within minutes of popping it in my canon s i don t care what the explanation is frankly card error is a scary thing to see magically replacing my trusty if allegedly slower sandisk cards rectifies all problems i swear i did nothing wrong it s idiot proof this card is just wacky,0
don t waste your time disappointing horror movie that lacks the scares and the tension and inserts a sense of humor that falls flat most of the time keanu reeves is miscast as the hard boiled detective john constantine and his acting is really laughable and down right bad a better actor could have pulled off the role but the script is a mess in terms of it s narrative and certain things just don t gel in logic and common sense his co star rachel weisz gives a better performance and is one of the few good things that this movie has to offer her performance is much better than the film and she deserves better than the horrible script she has to work with djimon hounsou is ok but under used shia labeouf don t asked and peter stormare is fine for the five minutes his on screen but he does over do it a bit with his role the special effects are fine but not earth shattering and it could have been better see it if you have nothing to do,0
pampers swaddlers are much better i made the huge mistake of buying the baby dry after reading through the reviews i thought that for the price why not try them what a huge mistake i should have just bought a smaller amount to try them first instead we have been using these for over a month now and i have had to clean up a poop spill at least every other day my baby was months old when we started using these and since she is not eating solids yet the poop is pretty runny the baby dry don t absorb the runny poop and it tends to just go right up the back side of the diaper onto her outfit and usually whatever or whoever she is lying on it s just not worth the money saved i will only buy the swaddlers from now on hope this helps someone wondering which to buy swaddlers or baby dry definitely go with the swaddlers,0
the american frugal housewife i found this a very interesting book about all the things we should know before everything became so commercialised it would be geat to have this indexed to find solutions more readily but it s still a great read lots of practical sense that everyone should read at least once in their lifetime,1
didn t believe a word of it i enjoy asmov s science books they are informative clever and witty but his science fiction is another matter they are poorly written and worse i didn t believe a word of foundation such accutate prediction is impossible it s not only extremely difficult to predict the major trends but to have his character predict such minor details as well is absurd just one example of the difficulties of prediction isaac asimov a well informed and very intelligent man missed the computer revolution though it was already under way when he wrote foundation,0
uhhh yuk i love techno and have listened to it since it s onset in or this cd however has not aged well in when this was released i tolerated it because there weren t many techno artists or cds out there now i see that this cd is simply tiresome crass garbage samples of annie lennox and kate bush are overused and abused and the only reason this drivel was played on the radio or in any club i think this cd has been stuck under the backseat of my volvo since and it probably has gunk on it,0
bargain blues mcshann style what a deal a nice collection of s small band blues and swing by mcshann and friends a great introduction to the world of mcshann,1
can t live without it i have been using laci le beau super dieters tea for years there is no subsitute many women in my family use it as well this keeps me moving better than anything else and i suffer from chronic constipation i would recommend this to anyone who could use a gentle natural laxitive i ve never felt like i ve taking a harsh stimulant it just makes you feel go like normal i hate poop talk but this is worth sharing lol,1
one of my favorite books of all time if you re truly looking for a book to get lost in this is it this particular edition is completely fine no better or worse than any other but honestly it s all about the book itself it s one of those stories you can read a dozen times and still enjoy and find something new in,1
short product life this bed was cheap and the quality was consistent with the price the seams deformed about months after use began and bulges formed that eventually made the product unusable don t purchase for long term use the seam design is flawed which is probably why most of the other manufacturers offer a quilted pattern the return shipping and refund potential make recovering any money impossible i got some use out of the bed but definitely wouldn t buy anything else from this manufacturer,0
broke after years of light use see one of the images bike damaged one of the legs broke in two the bike flew off the rack on a highway at mph damaged beyond repair don t get this plastic piece of crap look at the image its hollow inside there is no reinforcement of any kind,0
censorship has never felt so real this book blew me away but to appreciate it you must understand how technology has affected us and how we already act plus you must understand that this book was written in the s where they thought we would be even further in the future in the time of guy montag no book readers were free they were behind bars or running from the law and he was one of the people who put them there this book is so moving and compelling i could only grasp the rhythm of bradbury and his magnificent language that lets you know the fear and hatred of montag before you start you need to know that this book will be weird and confusing you must appreciate philosophy and know how strange this world is,1
great cd with one major problem after owning and enjoying this cd for over a year i decided to add it to my itunes folder big mistake somehow someway the audio files prevented me from connecting to the itunes store that serves las cruces nm only by entirely removing the audio files was i able to again connect to the itunes store,1
little one maid of israel bill harvey has a wonderful gift of making history come alive in this book this book awakens a sense of wonder at the possiblility of a real relationship with god as you follow the faithfulness of one little girl in ancient times young girls ages will love this book it has always been one of my most loved treasures a real keeper,1
formatting problems the two stars refer of course not to the book but to its format i recently acquired my first kindle and thought i d download some freebies to try it out this one was quite disappointing since the limericks it contains appear as continuous text so are quite inconvenient to read it s a wonderfully entertaining book to get in print form though,0
i read this book back in the s and seeing the events unfolding with the election of obama i wanted to see how much of orwell s prediction are coming to fruition starting with the big screen tv s and now drones being used over american air space scary the book itself is rather slow reading haven t finished written in the st person with attention to details so very good for the imaginative mind still curious as to the outcome as i forgot the ending more when completed would i recommend this book depends but not for everyone i liked reading the help better with the character interactions,0
excellent biography an engrossing informative biography of baseball s greatest player some biographers make the mistake of rattling off facts and statistics as if to impress you with how much research they ve done creamer wisely focuses on the story including descriptions of important games that make you feel like you re on the field with the babe comments by ruth s contemporaries add to the realism babe gets off to a slow start a chapter dealing with creamer s feelings about writing the book and more details about ruth s childhood than you probably want to know but once ruth starts playing baseball the book grabs you and won t let go one caveat the discussion of ruth s womanizing while necessary and not extensive makes this book inappropriate for young readers if you like baseball and want to learn more about babe ruth this is the book to get,1
